Date,Rate
2025-12-02,8.490900
2025-12-03,8.520300
2025-12-04,8.540400
2025-12-05,8.558400
2025-12-08,8.539700
2025-12-09,8.550500
2025-12-10,8.544900
2025-12-11,8.535100
2025-12-12,8.520400
2025-12-15,8.509400
2025-12-16,8.524600
2025-12-17,8.505200
2025-12-18,8.542500
2025-12-19,8.528800
2025-12-22,8.545600
2025-12-23,8.557900
2025-12-29,8.559700
2025-12-30,8.573100
