Date,Rate
2025-08-12,6.430600
2025-08-13,6.372300
2025-08-14,6.384300
2025-08-15,6.385700
2025-08-18,6.394200
2025-08-19,6.389800
2025-08-20,6.407100
2025-08-21,6.413000
2025-08-22,6.430600
2025-08-25,6.381100
2025-08-26,6.403800
2025-08-27,6.439000
2025-08-28,6.393300
2025-08-29,6.402600
2025-09-01,6.371200
2025-09-02,6.408400
2025-09-03,6.404600
2025-09-04,6.408900
2025-09-05,6.381800
2025-09-08,6.366000
2025-09-09,6.357500
2025-09-10,6.376600
2025-09-11,6.387700
2025-09-12,6.370000
2025-09-15,6.344200
2025-09-16,6.322500
2025-09-17,6.305900
2025-09-18,6.316400
2025-09-19,6.359500
2025-09-22,6.335200
2025-09-23,6.329400
2025-09-24,6.349000
2025-09-25,6.358300
2025-09-26,6.394600
2025-09-29,6.367500
2025-09-30,6.358000
2025-10-01,6.368000
2025-10-02,6.352600
2025-10-03,6.363300
2025-10-06,6.393800
2025-10-07,6.400000
2025-10-08,6.421900
2025-10-09,6.430800
2025-10-10,6.455000
2025-10-13,6.455300
2025-10-14,6.464500
2025-10-15,6.426300
2025-10-16,6.411600
2025-10-17,6.394100
2025-10-20,6.407900
2025-10-21,6.435000
2025-10-22,6.446400
2025-10-23,6.443000
2025-10-24,6.432800
2025-10-27,6.417000
2025-10-28,6.422400
2025-10-29,6.418400
2025-10-30,6.465700
2025-10-31,6.463300
2025-11-03,6.485700
2025-11-04,6.497100
2025-11-05,6.496300
2025-11-06,6.474700
2025-11-07,6.458500
2025-11-10,6.453400
2025-11-11,6.451700
2025-11-12,6.450500
2025-11-13,6.427100
2025-11-14,6.411300
2025-11-17,6.442100
2025-11-18,6.443800
2025-11-19,6.448300
2025-11-20,6.487000
2025-11-21,6.483200
2025-11-24,6.470100
2025-11-25,6.466200
2025-11-26,6.451300
2025-11-27,6.446400
2025-11-28,6.457500
2025-12-01,6.413100
2025-12-02,6.430700
2025-12-03,6.401200
2025-12-04,6.402000
2025-12-05,6.413800
2025-12-08,6.408200
2025-12-09,6.418200
2025-12-10,6.420100
2025-12-11,6.376200
2025-12-12,6.367600
2025-12-15,6.356200
2025-12-16,6.344300
2025-12-17,6.374200
2025-12-18,6.375400
2025-12-19,6.379100
2025-12-22,6.360700
2025-12-23,6.338200
2025-12-29,6.348100
2025-12-30,6.352700
